file_name,party1,party1_iso,party2,party2_iso,treatytype,status,dateofsignature,dateofentryintoforce,treatyfulltext,iiacontent,facilitationcontent,originallymapped,mappedby,preamble_rightreg,preamble_sustdev,preamble_soc,preamble_env,inv_typedef,inv_exclportfolio,inv_exclother,inv_listscharacteristics,cont_host_laws_req,inv_closedlist,def_invest_inc,inc_permres,exc_dualnat,inc_reqsubbusact,def_owncontlegent,dob_clause,dob_substbusiness,dob_traderestr,dob_discr_mand,scope_excltax,scope_exclsubs,scope_exclgovprocure,scope_exclother,inv_cov,disp_cov,nt_type,nt_like,mfn_type,eco_intagr,tax_treat,mfn_excep_isds_substance,fet_type,fet_refintlaw,fet_list,fet_modify,fullprotsec,prohib_arb_disc_meas,exprop_scope,exprop_indirectdef,exprop_carveoutreg,carveout_complicwto,rel_rightcomp,abs_rightcompcercirc,inc_transffunds,balance_payexcep,other_specexcep,inc_prohibprs,prclause_type,umbr_clause,entry_sojpers,sen_mngment,dir_states,dir_inv,mention_healthenv,mention_labstd,mention_rightreg,mention_csr,mention_corrupt,mention_notlowstd,subrclause,nonderogclause,ref_specpromoact,security_incl,security_def,security_selfdef,exception_healthenv,exception_other,prud_carveout,sched_reservations,ssds,isds,alt_arbit,scope_claimsgenapproach,isds_limitprovisions,isds_limitareas,spec_mechtaxprudmeas,typeconsentarb,isds_domcourt,isds_icsid,isds_unicitral,isds_other,rel_betfor,lim_persubclaims,prov_meas,cons_claims,lim_rem,affirms_bindintcontpart,req_certquestsub,reg_subnondisp,req_docpubavail,req_hearopenpublic,reg_amicuscuriaesub,mech_consstatepart,inst_framework,tech_coop,years_inittreatyterm,auto_renew,term_unilat,length_noticeper,inc_modamendreneg,term_sunsetlength,iia_content,facilitation_content,short_title,treaty_invchptxt,treaty_about,digit_elec_publication,digit_elec_application,digit_elec_payment,digit_entry_online_info,digit_supplier_db,invfac_type_chapters,trans_inv_chapters,trans_pub_scope,trans_elec_pub,trans_pub_proposed,trans_comment_proposed,trans_inquiry_mechs,trans_pub_exceptions,trans_subject_adr,trans_subject_isds,admin_indep_authority,admin_impartial,admin_appeal_review,stream_proc_chapters,stream_proc_type,stream_proc_covered,stream_avoid_multi_apps,stream_proc_time_fees,stream_proc_requirements,stream_elec_application,stream_elec_payment,stream_subject_adr,stream_subject_isds,regprac_chapters,regprac_type,regprac_measures,regprac_interagency,regprac_impact_assess,regprac_periodic_review,regprac_transparency,regprac_cooperation,regprac_subject_adr,regprac_subject_isds,entry_stay_chapters,entry_stay_type,entry_stay_persons,entry_stay_transparency,entry_stay_streamlining,entry_stay_online_info,entry_stay_liberalize,entry_stay_subject_adr,entry_stay_subject_isds,profac_sustinv_activities,profac_sustinv_types,inveng_focal_info,inveng_focal_advisory,inveng_supplier_db,facdvp_inst_framework,facdvp_monitoring,facdvp_agency_coop,facdvp_special_diff_treat,facdvp_tech_assistance,date_termination,type_termination,add_notes,protective,fdi_pos_1_to_2_c,fdi_pos_2_to_1_c,ext_bd_c_party1,ext_bd_c_party2,t_treaties,ldc_party1,megaBD_party1,oecd_party1,ldc_party2,megaBD_party2,oecd_party2
"Korea, Republic of - Netherlands BIT (2003) ",south korea,KOR,netherlands,NLD,Bilateral Investment Treaties,In force,12/07/2003,01/03/2005,en | ko | nl,Mapped,Not mapped,04-2013,Korea University Law School (South Korea); Hacettepe University Faculty of Law (Turkey),No,No,Yes,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,No,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,None,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,No,No,Inconclusive,No,No,No,No,No,No,No,No,No,No,No,Yes,No,15 years,15 years,Yes,Six months prior notice,No,15 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15031.7570538375,20441.496100484,0.02624691437624814,0.0007044439812408439,0,0,0,1,0,0,1
"Korea, Republic of - Myanmar BIT (2014) ",south korea,KOR,myanmar,MMR,Bilateral Investment Treaties,In force,05/06/2014,31/10/2018,en,Mapped,Mapped,06-2025,UNCTAD,No,No,Yes,Yes,Asset-based definition,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Yes,Yes,No,Not stipulated,Not stipulated,Post-establishment,Yes,Post-establishment,Yes,Yes,No,FET qualified,CIL/minimum standard of treatment,Indicative list,None,Standard,Yes,Indirect expropriation mentioned,Yes,Yes,No,MFN and NT,Yes,Yes,Yes,Yes,No explicit PR clause,Not applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,None,Yes,Yes,None,Covers treaty claims only,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,"""Fork in the road""",Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     mapped                  ,,,The IIA Mapping Project,No,No,No,No,No,Individual provision(s),Individual provision(s),All measures under IIA,No,No,No,No,Yes other/broader,No,Yes both,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Individual provision(s),Hortatory reference,Express reference to investors/investment activities,No,No,No,No,No,Yes both,No,No,No,No,No,No,No,No,No,No,,,,0,5276.02452042,,0.02624691437624814,0.07062951005511357,0,0,0,1,1,0,0
"Korea, Republic of - Morocco BIT (1999) ",south korea,KOR,morocco,MAR,Bilateral Investment Treaties,In force,27/01/1999,08/05/2001,en | ko,Mapped,Not mapped,03-2014,Boston College (United States); Paris Institute of Political Studies (France),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,15 years,15 years,Yes,One year prior notice,No,15 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,156.82573992,,0.02624691437624814,0.017020009535276746,0,0,0,1,0,0,0
"Korea, Republic of - Mongolia BIT (1991) ",south korea,KOR,mongolia,MNG,Bilateral Investment Treaties,In force,28/03/1991,30/04/1991,en | ko | mn,Mapped,Not mapped,05-2014,Paris Institute of Political Studies (France); University of Buenos Aires (Argentina),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,No,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Inconclusive,No,Yes,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,Six months prior notice,Yes,None,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,386.919023565,,0.02624691437624814,0.010296202523609299,0,0,0,1,0,0,0
"Korea, Republic of - Mexico BIT (2000) ",south korea,KOR,mexico,MEX,Bilateral Investment Treaties,In force,14/11/2000,28/06/2002,en | es | ko,Mapped,Not mapped,10-2015,Hacettepe University Faculty of Law (Turkey); Boston College (United States),No,No,No,No,Asset-based definition,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not stipulated,Yes,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,Yes,Yes,No explicit PR clause,Not applicable,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,None,Yes,Yes,None,Covers treaty claims only,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,"""No U turn"" (waiver clause)",Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6280.8152736475,0.0,0.02624691437624814,0.9910804793342413,1,0,0,1,0,1,1
"Korea, Republic of - Mauritius BIT (2007) ",south korea,KOR,mauritius,MUS,Bilateral Investment Treaties,In force,18/06/2007,09/05/2008,en | ko,Mapped,Not mapped,03-2015,Boston College (United States); Hacettepe University Faculty of Law (Turkey),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,No,Yes,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,No,No,No,15 years,Indefinite term,Yes,One year prior notice,Yes,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51.64296537333333,,0.02624691437624814,0.10612335385486651,0,0,0,1,0,0,0
"Korea, Republic of - Mauritania BIT (2004) ",south korea,KOR,mauritania,MRT,Bilateral Investment Treaties,In force,15/12/2004,21/07/2006,en | ko,Mapped,Not mapped,04-2013,Korea University Law School (South Korea); Hacettepe University Faculty of Law (Turkey),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,No,No,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,,0.02624691437624814,0.003406711061784814,0,0,0,1,1,0,0
"Korea, Republic of - Malaysia BIT (1988) ",south korea,KOR,malaysia,MYS,Bilateral Investment Treaties,In force,11/04/1988,31/03/1989,en | ko,Mapped,Not mapped,03-2016,City University London Law School (United Kingdom); Xiamen University School of Law (China),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,No,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,No,No,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9107.3794204425,,0.02624691437624814,0.22877500139079907,1,0,0,1,0,1,0
"Korea, Republic of - Lithuania BIT (1993) ",south korea,KOR,lithuania,LTU,Bilateral Investment Treaties,In force,24/09/1993,09/11/1993,en | ko | lt,Mapped,Not mapped,04-2013,University of Buenos Aires (Argentina); Korea University Law School (South Korea),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to post-BIT investments only,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,No,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,5 years,Indefinite term,Yes,Six months prior notice,Yes,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.02624691437624814,6.199969644613251e-05,0,0,0,1,0,0,1
"Korea, Republic of - Libya BIT (2006) ",south korea,KOR,libya,LBY,Bilateral Investment Treaties,In force,21/09/2006,28/03/2007,en | ko,Mapped,Not mapped,10-2016,NALSAR University of Law (India); Istanbul Şehir University (Turkey),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,No,Yes,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,354.5876056,,0.02624691437624814,0.002431095800019599,0,0,0,1,0,0,0
"Korea, Republic of - Lebanon BIT (2006) ",south korea,KOR,lebanon,LBN,Bilateral Investment Treaties,In force,05/05/2006,21/12/2006,en | ko,Mapped,Not mapped,04-2013,King’s College London School of Law (United Kingdom); Xiamen University School of Law (China),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.02624691437624814,0.00018184136096207072,0,0,0,1,0,0,0
"Korea, Republic of - Latvia BIT (1996) ",south korea,KOR,latvia,LVA,Bilateral Investment Treaties,In force,23/10/1996,26/01/1997,en | ko,Mapped,Not mapped,04-2014,Boston College (United States); Korea University Law School (South Korea),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,10 years,Yes,One year prior notice,No,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.88879884,0.3775437006833667,0.02624691437624814,7.172190881802308e-05,0,0,0,1,0,0,1
"Korea, Republic of - Lao People's Democratic Republic BIT (1996) ",south korea,KOR,laos,LAO,Bilateral Investment Treaties,In force,15/05/1996,14/06/1996,en | ko,Mapped,Not mapped,03-2014,King’s College London School of Law (United Kingdom); National University of La Plata (Argentina),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Pre- and post-establishment,No,Post-establishment,No,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,15 years,Indefinite term,Yes,One year prior notice,No,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,498.355190595,,0.02624691437624814,0.04771367007457271,0,0,0,1,1,0,0
"Korea, Republic of - Kyrgyzstan BIT (2007) ",south korea,KOR,kyrgyzstan,KGZ,Bilateral Investment Treaties,In force,19/11/2007,08/07/2008,en | ru | ko,Mapped,Not mapped,12-2016,University of Buenos Aires (Argentina); University of Athens (Greece),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,15 years,Indefinite term,Yes,One year prior notice,No,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89.06886419,,0.02624691437624814,0.0014174336364456339,0,0,0,1,0,0,0
"Korea, Republic of - Kuwait BIT (2004) ",south korea,KOR,kuwait,KWT,Bilateral Investment Treaties,In force,15/07/2004,31/08/2007,en | ko,Mapped,Not mapped,04-2013,Korea University Law School (South Korea); Xiamen University School of Law (China),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,Yes,Post-establishment,Yes,Yes,No,FET qualified,International law / principles of international law,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,Yes,Yes,No reference,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Other,Indefinite term,Yes,One year prior notice,No,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30.3997142275,,0.02624691437624814,0.0004440738996961749,0,0,0,1,0,0,0
"Korea, Dem. People's Rep. of - Thailand BIT (2002) ",north korea,PRK,thailand,THA,Bilateral Investment Treaties,In force,01/03/2002,24/05/2002,en,Mapped,Not mapped,03-2013,Korea University Law School (South Korea); King’s College London School of Law (United Kingdom),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN only,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Indefinite,Indefinite term,Yes,One year prior notice,Yes,15 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.004548280788627358,0.08945462824827335,0,0,0,0,0,0,0
"Korea, Dem. People's Rep. of - Switzerland BIT (1998) ",north korea,PRK,switzerland,CHE,Bilateral Investment Treaties,In force,14/12/1998,15/11/2000,en | fr,Mapped,Not mapped,11-2016,Austral University (Argentina); University of Athens (Greece),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,None,Not applicable,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN only,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,Yes,10 years,2 years,Yes,Six months prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.004548280788627358,0.00026878167362876963,0,0,0,0,0,0,1
"Korea, Dem. People's Rep. of - Slovakia BIT (1998) ",north korea,PRK,slovakia,SVK,Bilateral Investment Treaties,In force,27/10/1998,17/04/1999,en | sk,Mapped,Not mapped,04-2013,King’s College London School of Law (United Kingdom); Xiamen University School of Law (China),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,No,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,10 years,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.0,0.004548280788627358,0.000317512645947183,0,0,0,0,0,0,1
"Korea, Dem. People's Rep. of - Singapore BIT (2008) ",north korea,PRK,singapore,SGP,Bilateral Investment Treaties,In force,02/12/2008,18/03/2009,en | fr | ko,Mapped,Not mapped,12-2016,Xiamen University School of Law (China); Xi'an Jiaotong University (China),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Not applicable,Not applicable,Not applicable,Yes,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,Yes,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,No,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,Yes,Yes,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,15 years,Indefinite term,Yes,One year prior notice,Yes,15 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.004548280788627358,0.0005537670096610195,0,0,0,0,0,0,0
